ID,Vendor ID,Pick_up Loc,Drop Loc,Distance,Pick_up Time,Drop Time,Extra Charges,Total Amount,Trip Duration (min),Hour of Day,Day of Week
898265,2,87.0,162.0,5.17,2017-04-04 08:48:54,2017-04-04 09:10:55,0.0,26.39,22,8,Tuesday
452304,1,264.0,264.0,1.0,2017-04-07 08:17:34,2017-04-07 08:24:52,0.0,9.3,7,8,Friday
664477,1,230.0,143.0,1.3,2017-04-05 08:03:03,2017-04-05 08:10:27,0.0,7.8,7,8,Wednesday
345759,2,161.0,237.0,0.99,2017-04-04 08:37:28,2017-04-04 08:45:44,0.0,8.74,8,8,Tuesday
470456,1,164.0,211.0,2.0,2017-04-07 08:38:00,2017-04-07 08:51:33,0.0,11.3,13,8,Friday
980820,2,140.0,233.0,1.85,2017-04-04 08:59:24,2017-04-04 09:22:21,0.0,16.8,22,8,Tuesday
454320,2,170.0,234.0,0.79,2017-04-05 08:48:46,2017-04-05 08:53:01,0.0,6.96,4,8,Wednesday
624133,2,237.0,161.0,1.23,2017-04-04 08:29:48,2017-04-04 08:42:42,0.0,11.76,12,8,Tuesday
220794,2,262.0,74.0,1.44,2017-04-05 08:11:42,2017-04-05 08:16:26,0.0,6.8,4,8,Wednesday
633152,1,236.0,140.0,1.8,2017-04-05 08:32:12,2017-04-05 08:53:03,0.0,17.15,20,8,Wednesday
101421,2,249.0,48.0,1.5,2017-04-05 08:20:00,2017-04-05 08:27:35,0.0,9.96,7,8,Wednesday
344338,2,262.0,13.0,8.21,2017-04-06 08:22:30,2017-04-06 08:55:01,0.0,34.56,32,8,Thursday
425995,1,170.0,234.0,1.0,2017-04-05 08:16:00,2017-04-05 08:24:20,0.0,9.75,8,8,Wednesday
404136,1,163.0,230.0,0.6,2017-04-03 08:03:30,2017-04-03 08:06:21,0.0,6.35,2,8,Monday
850100,1,233.0,100.0,1.5,2017-04-05 08:16:30,2017-04-05 08:36:19,0.0,15.95,19,8,Wednesday
907462,2,233.0,234.0,1.57,2017-04-03 08:57:22,2017-04-03 09:07:59,0.0,11.16,10,8,Monday
325195,1,138.0,162.0,10.7,2017-04-06 08:42:43,2017-04-06 09:46:14,0.0,53.75,63,8,Thursday
1022310,1,262.0,263.0,0.3,2017-04-06 08:54:01,2017-04-06 08:55:20,0.0,4.55,1,8,Thursday
4274,1,161.0,161.0,0.3,2017-04-04 08:59:35,2017-04-04 09:08:37,0.0,7.8,9,8,Tuesday
131043,1,186.0,50.0,1.1,2017-04-04 08:12:47,2017-04-04 08:18:32,0.0,8.15,5,8,Tuesday
575829,1,162.0,50.0,1.2,2017-04-06 08:31:33,2017-04-06 08:41:18,0.0,9.39,9,8,Thursday
773719,2,170.0,231.0,4.56,2017-04-06 08:19:35,2017-04-06 08:45:33,0.0,27.25,25,8,Thursday
826297,1,90.0,125.0,1.1,2017-04-05 08:32:03,2017-04-05 08:39:53,0.0,9.35,7,8,Wednesday
452421,2,141.0,163.0,1.18,2017-04-05 08:25:11,2017-04-05 08:35:44,0.0,8.3,10,8,Wednesday
420111,1,137.0,125.0,2.3,2017-04-06 08:06:37,2017-04-06 08:34:10,0.0,22.3,27,8,Thursday
565388,1,161.0,161.0,0.7,2017-04-07 08:58:22,2017-04-07 09:06:12,0.0,9.1,7,8,Friday
694881,2,132.0,170.0,17.59,2017-04-07 08:58:22,2017-04-07 09:30:14,0.0,70.27,31,8,Friday
1031165,2,48.0,50.0,1.0,2017-04-04 08:14:53,2017-04-04 08:20:37,0.0,6.8,5,8,Tuesday
250448,1,140.0,262.0,0.3,2017-04-06 08:48:39,2017-04-06 08:52:18,0.0,5.3,3,8,Thursday
300948,1,263.0,163.0,2.1,2017-04-06 08:32:48,2017-04-06 08:50:24,0.0,15.36,17,8,Thursday
398249,2,238.0,75.0,1.4,2017-04-05 08:34:30,2017-04-05 08:44:01,0.0,8.8,9,8,Wednesday
593368,2,238.0,151.0,0.88,2017-04-07 08:17:10,2017-04-07 08:23:10,0.0,8.5,6,8,Friday
882600,1,143.0,43.0,1.1,2017-04-06 08:33:36,2017-04-06 08:39:21,0.0,8.15,5,8,Thursday
619127,2,141.0,229.0,0.99,2017-04-05 08:06:53,2017-04-05 08:14:08,0.0,7.3,7,8,Wednesday
675642,1,143.0,163.0,1.3,2017-04-04 08:44:48,2017-04-04 08:56:01,0.0,11.15,11,8,Tuesday
872223,2,68.0,100.0,1.66,2017-04-03 08:28:28,2017-04-03 08:38:28,0.0,11.16,10,8,Monday
308673,2,141.0,263.0,1.2,2017-04-03 08:09:31,2017-04-03 08:15:12,0.0,8.16,5,8,Monday
558516,1,238.0,41.0,1.2,2017-04-04 08:29:36,2017-04-04 08:38:05,0.0,10.8,8,8,Tuesday
281772,2,79.0,49.0,4.76,2017-04-03 08:58:25,2017-04-03 09:25:08,0.0,26.16,26,8,Monday
608757,2,107.0,137.0,0.79,2017-04-04 08:31:10,2017-04-04 08:36:46,0.0,6.3,5,8,Tuesday
583250,1,68.0,231.0,2.5,2017-04-05 08:22:12,2017-04-05 08:33:34,0.0,14.65,11,8,Wednesday
480537,1,262.0,233.0,2.4,2017-04-03 08:11:26,2017-04-03 08:22:46,0.0,13.0,11,8,Monday
169373,1,151.0,41.0,1.7,2017-04-07 08:01:17,2017-04-07 08:11:27,0.0,9.8,10,8,Friday
852447,2,162.0,137.0,1.07,2017-04-04 08:27:24,2017-04-04 08:34:57,0.0,9.2,7,8,Tuesday
643537,1,230.0,161.0,0.7,2017-04-07 08:40:50,2017-04-07 08:51:03,0.0,8.3,10,8,Friday
625798,2,186.0,234.0,0.59,2017-04-07 08:05:16,2017-04-07 08:09:41,0.0,5.8,4,8,Friday
122278,2,41.0,43.0,1.25,2017-04-06 08:29:49,2017-04-06 08:39:22,0.0,10.56,9,8,Thursday
68209,2,164.0,125.0,2.48,2017-04-03 08:20:46,2017-04-03 08:32:23,0.0,11.8,11,8,Monday
460159,1,236.0,239.0,1.2,2017-04-06 08:37:11,2017-04-06 08:43:41,0.0,7.8,6,8,Thursday
787521,2,229.0,141.0,1.24,2017-04-07 08:14:25,2017-04-07 08:21:20,0.0,9.12,6,8,Friday
520803,1,237.0,237.0,0.7,2017-04-07 08:51:10,2017-04-07 08:56:08,0.0,7.55,4,8,Friday
723357,2,261.0,45.0,0.95,2017-04-04 08:13:09,2017-04-04 08:26:34,0.0,12.36,13,8,Tuesday
932777,1,144.0,234.0,1.9,2017-04-06 08:53:38,2017-04-06 09:13:19,0.0,16.8,19,8,Thursday
785235,2,140.0,161.0,1.73,2017-04-04 08:33:31,2017-04-04 08:52:11,0.0,15.96,18,8,Tuesday
698368,2,239.0,239.0,0.95,2017-04-03 08:23:24,2017-04-03 08:30:18,0.0,7.3,6,8,Monday
684918,1,237.0,161.0,1.5,2017-04-04 08:14:28,2017-04-04 08:26:28,0.0,9.8,12,8,Tuesday
797491,1,132.0,140.0,16.3,2017-04-04 08:37:37,2017-04-04 09:50:52,0.0,57.8,73,8,Tuesday
743074,2,151.0,239.0,1.56,2017-04-06 08:52:19,2017-04-06 09:04:11,0.0,14.31,11,8,Thursday
504202,1,233.0,45.0,4.2,2017-04-03 08:03:23,2017-04-03 08:23:53,0.0,21.35,20,8,Monday
948688,1,13.0,246.0,2.7,2017-04-06 08:35:59,2017-04-06 08:51:37,0.0,14.8,15,8,Thursday
302422,2,262.0,237.0,1.74,2017-04-03 08:35:27,2017-04-03 08:48:31,0.0,12.96,13,8,Monday
401423,1,140.0,243.0,8.0,2017-04-06 08:08:49,2017-04-06 08:33:59,0.0,31.0,25,8,Thursday
551825,2,138.0,164.0,11.14,2017-04-05 08:14:13,2017-04-05 09:06:06,0.0,46.56,51,8,Wednesday
422156,1,170.0,163.0,1.5,2017-04-05 08:06:27,2017-04-05 08:18:21,0.0,12.35,11,8,Wednesday
660498,2,261.0,231.0,0.95,2017-04-05 08:07:45,2017-04-05 08:17:28,0.0,9.8,9,8,Wednesday
428103,1,138.0,138.0,13.0,2017-04-07 08:06:20,2017-04-07 09:21:37,0.0,78.37,75,8,Friday
841393,2,33.0,114.0,3.8,2017-04-07 08:41:24,2017-04-07 08:59:17,0.0,16.3,17,8,Friday
184489,1,238.0,41.0,1.0,2017-04-06 08:05:56,2017-04-06 08:13:00,0.0,7.8,7,8,Thursday
13797,1,231.0,162.0,4.1,2017-04-05 08:03:17,2017-04-05 08:29:55,0.0,21.3,26,8,Wednesday
231534,1,163.0,170.0,1.3,2017-04-05 08:04:12,2017-04-05 08:11:58,0.0,7.8,7,8,Wednesday
687353,2,237.0,140.0,0.95,2017-04-06 08:17:08,2017-04-06 08:25:24,0.0,10.14,8,8,Thursday
304080,2,230.0,138.0,12.29,2017-04-03 08:09:44,2017-04-03 08:40:02,0.0,53.82,30,8,Monday
60056,1,231.0,137.0,4.2,2017-04-06 08:25:48,2017-04-06 08:47:36,0.0,18.48,21,8,Thursday
344275,2,162.0,237.0,0.65,2017-04-05 08:54:37,2017-04-05 08:59:10,0.0,6.96,4,8,Wednesday
159211,2,152.0,41.0,0.95,2017-04-06 08:29:26,2017-04-06 08:35:27,0.0,8.5,6,8,Thursday
643249,2,170.0,113.0,1.47,2017-04-05 08:27:53,2017-04-05 08:37:37,0.0,9.3,9,8,Wednesday
253564,2,140.0,233.0,2.07,2017-04-06 08:29:23,2017-04-06 08:40:16,0.0,12.25,10,8,Thursday
881443,2,170.0,162.0,0.72,2017-04-07 08:33:23,2017-04-07 08:40:47,0.0,8.76,7,8,Friday
961359,2,263.0,161.0,2.55,2017-04-03 08:15:31,2017-04-03 08:41:26,0.0,21.36,25,8,Monday
376524,1,249.0,231.0,1.3,2017-04-06 08:13:34,2017-04-06 08:21:52,0.0,8.8,8,8,Thursday
450853,2,138.0,170.0,9.73,2017-04-03 08:18:40,2017-04-03 09:21:50,0.0,48.56,63,8,Monday
654243,2,138.0,87.0,12.64,2017-04-03 08:43:30,2017-04-03 09:30:51,0.0,49.56,47,8,Monday
922017,2,162.0,161.0,0.49,2017-04-07 08:20:15,2017-04-07 08:26:38,0.0,7.3,6,8,Friday
755764,2,186.0,234.0,0.64,2017-04-04 08:52:12,2017-04-04 08:57:37,0.0,7.3,5,8,Tuesday
91007,1,162.0,138.0,10.3,2017-04-07 08:10:30,2017-04-07 08:31:37,0.0,43.86,21,8,Friday
27528,2,236.0,74.0,2.33,2017-04-03 08:58:42,2017-04-03 09:12:15,0.0,12.3,13,8,Monday
583774,2,233.0,186.0,1.51,2017-04-06 08:17:31,2017-04-06 08:28:30,0.0,9.8,10,8,Thursday
996249,1,162.0,237.0,1.4,2017-04-06 08:31:55,2017-04-06 08:42:37,0.0,9.3,10,8,Thursday
662313,2,146.0,162.0,2.5,2017-04-03 08:58:13,2017-04-03 09:20:40,0.0,17.76,22,8,Monday
961481,2,170.0,107.0,0.87,2017-04-07 08:39:43,2017-04-07 08:44:40,0.0,7.3,4,8,Friday
239397,1,132.0,132.0,0.0,2017-04-06 08:37:59,2017-04-06 08:38:30,0.0,3.3,0,8,Thursday
764728,1,161.0,230.0,0.6,2017-04-07 08:12:26,2017-04-07 08:20:32,0.0,8.75,8,8,Friday
879811,2,162.0,142.0,2.37,2017-04-06 08:42:58,2017-04-06 09:09:44,0.0,17.8,26,8,Thursday
250057,2,48.0,143.0,0.77,2017-04-05 08:46:51,2017-04-05 08:50:44,0.0,5.8,3,8,Wednesday
262102,2,238.0,239.0,0.91,2017-04-04 08:17:00,2017-04-04 08:23:03,0.0,8.16,6,8,Tuesday
656402,2,263.0,48.0,2.92,2017-04-04 08:29:14,2017-04-04 08:45:54,0.0,16.56,16,8,Tuesday
323130,2,262.0,87.0,7.62,2017-04-06 08:07:43,2017-04-06 08:35:56,0.0,30.3,28,8,Thursday
222029,2,161.0,234.0,1.44,2017-04-07 08:40:35,2017-04-07 08:50:47,0.0,11.62,10,8,Friday
535686,2,132.0,238.0,19.97,2017-04-07 08:11:36,2017-04-07 09:18:23,0.0,70.27,66,8,Friday
958212,1,13.0,231.0,0.4,2017-04-04 08:18:34,2017-04-04 08:21:31,0.0,5.3,2,8,Tuesday
349180,1,163.0,48.0,1.2,2017-04-04 08:44:47,2017-04-04 08:54:53,0.0,9.3,10,8,Tuesday
60115,1,230.0,211.0,3.4,2017-04-03 08:13:04,2017-04-03 08:32:43,0.0,18.95,19,8,Monday
84681,1,68.0,246.0,0.8,2017-04-03 08:53:46,2017-04-03 09:02:11,0.0,7.8,8,8,Monday
656902,1,238.0,142.0,1.6,2017-04-07 08:39:08,2017-04-07 08:48:56,0.0,11.75,9,8,Friday
423353,1,114.0,230.0,3.8,2017-04-04 08:02:43,2017-04-04 08:28:57,0.0,23.16,26,8,Tuesday
486146,1,238.0,24.0,1.5,2017-04-06 08:10:32,2017-04-06 08:18:21,0.0,9.3,7,8,Thursday
798207,2,229.0,233.0,0.52,2017-04-05 08:13:02,2017-04-05 08:15:54,0.0,5.76,2,8,Wednesday
388118,1,186.0,107.0,0.9,2017-04-03 08:07:53,2017-04-03 08:13:08,0.0,7.3,5,8,Monday
258743,2,262.0,234.0,4.46,2017-04-05 08:01:50,2017-04-05 08:34:27,0.0,23.8,32,8,Wednesday
324226,2,237.0,236.0,0.71,2017-04-03 08:15:04,2017-04-03 08:17:46,0.0,6.2,2,8,Monday
801688,1,162.0,234.0,1.8,2017-04-03 08:27:32,2017-04-03 08:37:54,0.0,10.8,10,8,Monday
7529,1,137.0,229.0,1.4,2017-04-06 08:55:15,2017-04-06 09:04:35,0.0,10.55,9,8,Thursday
256195,1,237.0,161.0,1.6,2017-04-07 08:53:18,2017-04-07 09:11:09,0.0,14.3,17,8,Friday
125688,1,230.0,100.0,0.8,2017-04-07 08:33:32,2017-04-07 08:37:08,0.0,5.3,3,8,Friday
73886,2,162.0,170.0,1.06,2017-04-07 08:22:11,2017-04-07 08:32:42,0.0,10.56,10,8,Friday
788545,1,42.0,74.0,0.7,2017-04-05 08:23:08,2017-04-05 08:29:29,0.0,7.8,6,8,Wednesday
432117,2,236.0,170.0,3.22,2017-04-07 08:44:34,2017-04-07 09:15:16,0.0,24.36,30,8,Friday
108545,1,141.0,90.0,3.8,2017-04-05 08:12:41,2017-04-05 08:37:28,0.0,22.85,24,8,Wednesday
84699,2,186.0,107.0,2.02,2017-04-07 08:02:34,2017-04-07 08:15:54,0.0,13.56,13,8,Friday
523495,2,74.0,233.0,4.77,2017-04-06 08:15:09,2017-04-06 08:38:08,0.0,17.3,22,8,Thursday
989331,2,107.0,162.0,1.82,2017-04-03 08:33:42,2017-04-03 08:48:27,0.0,12.3,14,8,Monday
244272,2,141.0,162.0,1.0,2017-04-07 08:35:35,2017-04-07 08:44:51,0.0,9.96,9,8,Friday
555316,2,161.0,229.0,0.91,2017-04-07 08:39:49,2017-04-07 08:50:13,0.0,8.3,10,8,Friday
71337,1,151.0,50.0,3.4,2017-04-07 08:54:10,2017-04-07 09:09:18,0.0,14.3,15,8,Friday
794373,2,68.0,158.0,1.29,2017-04-07 08:42:47,2017-04-07 08:51:51,0.0,13.11,9,8,Friday
282251,2,75.0,75.0,0.4,2017-04-04 08:39:30,2017-04-04 08:41:32,0.0,4.3,2,8,Tuesday
203151,1,230.0,230.0,0.5,2017-04-06 08:43:49,2017-04-06 08:49:13,0.0,5.8,5,8,Thursday
444618,2,33.0,231.0,2.75,2017-04-07 08:59:32,2017-04-07 09:19:00,0.0,18.36,19,8,Friday
239175,1,107.0,164.0,1.3,2017-04-03 08:48:53,2017-04-03 09:02:25,0.0,12.95,13,8,Monday
138988,1,264.0,264.0,1.2,2017-04-03 08:54:03,2017-04-03 09:02:18,0.0,8.3,8,8,Monday
277229,1,237.0,162.0,0.7,2017-04-06 08:11:52,2017-04-06 08:17:48,0.0,7.55,5,8,Thursday
471787,1,170.0,170.0,2.0,2017-04-06 08:48:12,2017-04-06 08:48:38,0.0,3.3,0,8,Thursday
374155,2,163.0,230.0,1.09,2017-04-06 08:01:25,2017-04-06 08:11:21,0.0,9.96,9,8,Thursday
335088,2,262.0,237.0,1.26,2017-04-05 08:20:53,2017-04-05 08:31:06,0.0,11.0,10,8,Wednesday
822297,2,249.0,211.0,0.93,2017-04-06 08:56:59,2017-04-06 09:03:30,0.0,8.16,6,8,Thursday
130204,2,140.0,231.0,7.64,2017-04-07 08:31:41,2017-04-07 08:53:17,0.0,32.24,21,8,Friday
796809,1,170.0,87.0,4.8,2017-04-07 08:46:01,2017-04-07 09:08:42,0.0,24.35,22,8,Friday
112937,2,237.0,231.0,4.05,2017-04-04 08:31:02,2017-04-04 08:59:19,0.0,25.09,28,8,Tuesday
876561,1,48.0,138.0,10.4,2017-04-07 08:38:13,2017-04-07 09:12:22,0.0,48.66,34,8,Friday
462647,2,237.0,236.0,1.16,2017-04-07 08:12:24,2017-04-07 08:20:25,0.0,9.36,8,8,Friday
291084,2,43.0,100.0,2.59,2017-04-07 08:20:13,2017-04-07 08:36:52,0.0,16.56,16,8,Friday
695488,2,229.0,234.0,2.11,2017-04-03 08:14:22,2017-04-03 08:27:58,0.0,14.75,13,8,Monday
437217,1,161.0,170.0,1.3,2017-04-07 08:58:56,2017-04-07 09:14:21,0.0,13.5,15,8,Friday
513023,2,263.0,236.0,0.78,2017-04-04 08:14:55,2017-04-04 08:19:16,0.0,6.96,4,8,Tuesday
337889,2,140.0,237.0,1.04,2017-04-04 08:56:57,2017-04-04 09:09:38,0.0,11.76,12,8,Tuesday
1031015,1,162.0,230.0,0.9,2017-04-05 08:48:59,2017-04-05 08:59:03,0.0,12.3,10,8,Wednesday
524424,2,231.0,246.0,2.69,2017-04-03 08:13:36,2017-04-03 08:24:30,0.0,14.75,10,8,Monday
285948,1,263.0,170.0,2.9,2017-04-05 08:27:20,2017-04-05 08:52:11,0.0,16.8,24,8,Wednesday
676426,1,239.0,24.0,1.3,2017-04-03 08:50:03,2017-04-03 08:53:47,0.0,7.55,3,8,Monday
928298,1,75.0,236.0,0.6,2017-04-06 08:20:25,2017-04-06 08:29:57,0.0,9.35,9,8,Thursday
989710,2,48.0,79.0,3.23,2017-04-05 08:05:10,2017-04-05 08:36:36,0.0,21.3,31,8,Wednesday
47908,1,107.0,88.0,3.9,2017-04-03 08:59:53,2017-04-03 09:07:46,0.0,16.55,7,8,Monday
737801,1,158.0,231.0,1.3,2017-04-06 08:15:05,2017-04-06 08:24:20,0.0,10.3,9,8,Thursday
788674,1,186.0,68.0,0.4,2017-04-06 08:43:32,2017-04-06 08:47:05,0.0,6.35,3,8,Thursday
832122,1,90.0,230.0,1.8,2017-04-05 08:01:20,2017-04-05 08:10:08,0.0,11.6,8,8,Wednesday
884286,1,142.0,161.0,1.5,2017-04-03 08:38:31,2017-04-03 08:48:54,0.0,11.8,10,8,Monday
273544,1,138.0,158.0,10.8,2017-04-07 08:38:07,2017-04-07 09:55:38,0.0,69.41,77,8,Friday
380364,1,158.0,246.0,1.6,2017-04-05 08:40:47,2017-04-05 08:48:22,0.0,9.8,7,8,Wednesday
200271,2,262.0,236.0,1.14,2017-04-04 08:55:04,2017-04-04 09:03:39,0.0,8.3,8,8,Tuesday
1008175,2,170.0,163.0,1.87,2017-04-07 08:18:33,2017-04-07 08:30:51,0.0,10.8,12,8,Friday
397472,2,264.0,264.0,0.85,2017-04-07 08:39:13,2017-04-07 08:46:01,0.0,8.16,6,8,Friday
825445,2,163.0,237.0,1.66,2017-04-06 08:49:55,2017-04-06 09:03:48,0.0,13.56,13,8,Thursday
884024,1,263.0,234.0,4.7,2017-04-05 08:11:32,2017-04-05 08:51:15,0.0,33.36,39,8,Wednesday
469862,2,260.0,82.0,0.95,2017-04-04 08:56:51,2017-04-04 09:04:08,0.0,8.76,7,8,Tuesday
524307,1,142.0,143.0,0.6,2017-04-06 08:10:37,2017-04-06 08:15:14,0.0,5.8,4,8,Thursday
153091,1,239.0,126.0,9.2,2017-04-07 08:14:01,2017-04-07 08:49:00,0.0,42.25,34,8,Friday
557878,2,45.0,113.0,2.21,2017-04-06 08:44:01,2017-04-06 09:01:28,0.0,13.8,17,8,Thursday
598140,1,236.0,230.0,1.8,2017-04-03 08:50:52,2017-04-03 09:04:06,0.0,12.96,13,8,Monday
735889,2,142.0,161.0,1.74,2017-04-04 08:18:14,2017-04-04 08:33:19,0.0,14.75,15,8,Tuesday
928615,1,113.0,163.0,2.6,2017-04-06 08:24:23,2017-04-06 08:43:36,0.0,17.85,19,8,Thursday
1027916,1,13.0,88.0,0.7,2017-04-07 08:46:04,2017-04-07 08:52:22,0.0,6.8,6,8,Friday
493110,2,79.0,163.0,3.41,2017-04-05 08:31:19,2017-04-05 08:55:22,0.0,20.3,24,8,Wednesday
533503,2,262.0,137.0,3.86,2017-04-04 08:49:15,2017-04-04 09:04:55,0.0,17.76,15,8,Tuesday
293490,2,166.0,238.0,1.4,2017-04-06 08:32:40,2017-04-06 08:41:23,0.0,9.3,8,8,Thursday
14284,2,170.0,161.0,0.55,2017-04-07 08:47:43,2017-04-07 08:53:58,0.0,7.56,6,8,Friday
570253,2,74.0,75.0,0.81,2017-04-03 08:03:44,2017-04-03 08:08:25,0.0,6.3,4,8,Monday
656250,2,140.0,236.0,1.07,2017-04-05 08:04:45,2017-04-05 08:16:35,0.0,9.8,11,8,Wednesday
873405,2,13.0,230.0,4.75,2017-04-03 08:39:22,2017-04-03 09:07:24,0.0,26.16,28,8,Monday
903038,2,236.0,75.0,1.0,2017-04-06 08:34:42,2017-04-06 08:40:30,0.0,7.8,5,8,Thursday
93940,2,13.0,246.0,2.05,2017-04-06 08:02:35,2017-04-06 08:07:54,0.0,9.96,5,8,Thursday
249758,1,100.0,249.0,1.6,2017-04-06 08:27:37,2017-04-06 08:38:51,0.0,12.3,11,8,Thursday
499077,1,90.0,79.0,1.7,2017-04-04 08:00:55,2017-04-04 08:12:22,0.0,10.29,11,8,Tuesday
508033,1,107.0,249.0,0.8,2017-04-03 08:00:25,2017-04-03 08:04:17,0.0,6.6,3,8,Monday
912266,1,238.0,244.0,5.1,2017-04-04 08:48:21,2017-04-04 09:09:01,0.0,18.3,20,8,Tuesday
938617,1,50.0,229.0,1.4,2017-04-04 08:36:37,2017-04-04 08:52:18,0.0,11.3,15,8,Tuesday
791867,2,161.0,50.0,0.85,2017-04-03 08:19:57,2017-04-03 08:24:10,0.0,7.25,4,8,Monday
502413,2,233.0,237.0,1.63,2017-04-05 08:15:57,2017-04-05 08:28:30,0.0,12.96,12,8,Wednesday
286806,2,238.0,244.0,5.33,2017-04-03 08:42:14,2017-04-03 08:56:29,0.0,22.56,14,8,Monday
543932,1,237.0,234.0,1.7,2017-04-05 08:41:13,2017-04-05 08:52:08,0.0,11.75,10,8,Wednesday
325612,1,231.0,230.0,3.1,2017-04-06 08:03:54,2017-04-06 08:25:00,0.0,18.95,21,8,Thursday
360122,1,233.0,229.0,0.7,2017-04-04 08:19:54,2017-04-04 08:22:38,0.0,6.3,2,8,Tuesday
493428,1,13.0,236.0,8.1,2017-04-05 08:51:21,2017-04-05 09:16:43,0.0,32.75,25,8,Wednesday
1033889,2,113.0,87.0,2.58,2017-04-07 08:40:18,2017-04-07 08:58:00,0.0,13.8,17,8,Friday
490496,1,186.0,246.0,1.0,2017-04-07 08:48:18,2017-04-07 08:58:20,0.0,8.8,10,8,Friday
652286,1,246.0,236.0,6.2,2017-04-07 08:14:34,2017-04-07 08:53:58,0.0,35.15,39,8,Friday
809278,1,100.0,230.0,0.7,2017-04-07 08:00:18,2017-04-07 08:05:59,0.0,6.3,5,8,Friday
1002223,1,162.0,163.0,1.3,2017-04-07 08:05:16,2017-04-07 08:17:33,0.0,11.8,12,8,Friday
894683,1,233.0,170.0,0.7,2017-04-03 08:49:56,2017-04-03 08:56:01,0.0,7.85,6,8,Monday
460026,2,50.0,161.0,0.86,2017-04-07 08:27:16,2017-04-07 08:42:27,0.0,13.0,15,8,Friday
571791,1,137.0,170.0,0.8,2017-04-07 08:34:35,2017-04-07 08:43:21,0.0,9.35,8,8,Friday
604650,2,239.0,43.0,1.56,2017-04-06 08:21:10,2017-04-06 08:29:30,0.0,10.3,8,8,Thursday
92213,2,164.0,161.0,1.09,2017-04-05 08:46:37,2017-04-05 08:58:45,0.0,9.3,12,8,Wednesday
603064,2,236.0,238.0,1.57,2017-04-06 08:07:43,2017-04-06 08:17:19,0.0,9.68,9,8,Thursday
652421,1,170.0,231.0,3.5,2017-04-07 08:05:24,2017-04-07 08:28:01,0.0,22.45,22,8,Friday
820557,2,264.0,264.0,1.28,2017-04-06 08:34:01,2017-04-06 08:44:08,0.0,8.8,10,8,Thursday
845848,1,236.0,75.0,0.5,2017-04-07 08:10:05,2017-04-07 08:13:53,0.0,5.83,3,8,Friday
402081,2,261.0,246.0,3.35,2017-04-03 08:36:34,2017-04-03 08:55:39,0.0,18.8,19,8,Monday
669043,2,231.0,246.0,3.0,2017-04-05 08:26:57,2017-04-05 08:44:59,0.0,18.36,18,8,Wednesday
575214,1,237.0,237.0,0.6,2017-04-03 08:35:17,2017-04-03 08:39:24,0.0,6.95,4,8,Monday
305853,1,142.0,230.0,1.0,2017-04-03 08:45:27,2017-04-03 08:51:09,0.0,8.0,5,8,Monday
820451,2,246.0,230.0,1.27,2017-04-05 08:31:15,2017-04-05 08:41:43,0.0,9.3,10,8,Wednesday
869927,2,236.0,140.0,1.45,2017-04-04 08:44:03,2017-04-04 08:56:36,0.0,10.3,12,8,Tuesday
596403,2,79.0,161.0,2.84,2017-04-07 08:25:34,2017-04-07 08:45:16,0.0,18.36,19,8,Friday
307802,1,143.0,239.0,0.8,2017-04-03 08:08:55,2017-04-03 08:16:23,0.0,8.75,7,8,Monday
806564,2,162.0,209.0,4.85,2017-04-04 08:05:15,2017-04-04 08:25:13,0.0,21.3,19,8,Tuesday
412450,2,170.0,163.0,1.6,2017-04-05 08:20:21,2017-04-05 08:32:03,0.0,12.36,11,8,Wednesday
374740,1,231.0,65.0,1.9,2017-04-05 08:49:04,2017-04-05 09:00:28,0.0,10.8,11,8,Wednesday
244639,1,113.0,90.0,1.0,2017-04-05 08:46:39,2017-04-05 08:54:29,0.0,9.35,7,8,Wednesday
344540,2,144.0,125.0,0.95,2017-04-03 08:46:29,2017-04-03 08:57:16,0.0,10.56,10,8,Monday
620861,2,234.0,163.0,2.13,2017-04-07 08:45:16,2017-04-07 09:04:27,0.0,13.8,19,8,Friday
504209,1,140.0,162.0,1.2,2017-04-07 08:00:20,2017-04-07 08:09:43,0.0,10.55,9,8,Friday
96124,1,161.0,161.0,0.3,2017-04-03 08:28:13,2017-04-03 08:36:52,0.0,8.5,8,8,Monday
413312,1,239.0,229.0,2.0,2017-04-07 08:01:38,2017-04-07 08:14:18,0.0,12.8,12,8,Friday
702496,2,50.0,261.0,5.03,2017-04-07 08:11:15,2017-04-07 08:36:23,0.0,24.96,25,8,Friday
840494,2,170.0,138.0,8.54,2017-04-07 08:31:53,2017-04-07 08:55:55,0.0,40.87,24,8,Friday
396419,2,229.0,246.0,2.32,2017-04-05 08:58:28,2017-04-05 09:21:14,0.0,15.8,22,8,Wednesday
613416,2,263.0,141.0,0.66,2017-04-04 08:00:42,2017-04-04 08:03:29,0.0,6.36,2,8,Tuesday
516526,2,236.0,75.0,1.09,2017-04-07 08:10:41,2017-04-07 08:21:03,0.0,8.8,10,8,Friday
536536,1,162.0,138.0,9.0,2017-04-07 08:26:51,2017-04-07 08:57:43,0.0,45.06,30,8,Friday
533069,2,236.0,161.0,2.2,2017-04-05 08:59:20,2017-04-05 09:23:35,0.0,17.3,24,8,Wednesday
945403,2,238.0,161.0,4.05,2017-04-03 08:59:27,2017-04-03 09:22:14,0.0,17.8,22,8,Monday
498413,1,141.0,142.0,1.5,2017-04-04 08:45:21,2017-04-04 08:54:33,0.0,10.55,9,8,Tuesday
