COGS,Date,Margin,Market Size,Market,Product Line,Product Type,Product,Profit,Sales,State,Total Expenses
77,40940,112,Major Market,South,Beans,Espresso,Decaf Espresso,80,189,Texas,32
60,40940,80,Major Market,South,Leaves,Herbal Tea,Chamomile,33,140,Texas,47
52,40940,76,Major Market,South,Leaves,Herbal Tea,Lemon,38,128,Texas,38
213,40940,252,Major Market,South,Beans,Coffee,Colombian,164,465,Texas,88
83,40940,107,Major Market,South,Beans,Coffee,Decaf Irish Cream,68,190,Texas,39
42,40940,61,Small Market,West,Beans,Espresso,Caffe Latte,38,103,Utah,23
49,40940,63,Small Market,West,Beans,Espresso,Caffe Mocha,35,112,Utah,28
50,40940,73,Small Market,West,Beans,Espresso,Decaf Espresso,48,123,Utah,25
41,40940,60,Small Market,West,Leaves,Herbal Tea,Chamomile,24,101,Utah,36
45,40940,69,Small Market,West,Leaves,Herbal Tea,Lemon,24,114,Utah,45
84,40940,18,Small Market,West,Leaves,Herbal Tea,Mint,-31,102,Utah,49
43,40940,61,Small Market,West,Leaves,Tea,Darjeeling,-7,104,Utah,68
35,40940,47,Small Market,West,Leaves,Tea,Earl Grey,9,82,Utah,38
30,40940,38,Small Market,West,Leaves,Tea,Green Tea,-6,68,Utah,44
75,40940,90,Small Market,West,Beans,Coffee,Amaretto,46,165,Utah,44
55,40940,75,Small Market,West,Beans,Coffee,Colombian,30,130,Utah,45
86,40940,107,Small Market,West,Beans,Coffee,Decaf Irish Cream,41,193,Utah,66
228,40940,229,Major Market,West,Beans,Espresso,Caffe Latte,142,457,California,87
121,40940,169,Major Market,West,Beans,Espresso,Caffe Mocha,26,290,California,143
234,40940,311,Major Market,West,Beans,Espresso,Decaf Espresso,202,545,California,109
95,40940,137,Major Market,West,Leaves,Herbal Tea,Chamomile,100,232,California,37
213,40940,252,Major Market,West,Leaves,Herbal Tea,Lemon,164,465,California,88
83,40940,107,Major Market,West,Leaves,Herbal Tea,Mint,68,190,California,39
99,40940,144,Major Market,West,Leaves,Tea,Darjeeling,106,243,California,38
77,40940,112,Major Market,West,Leaves,Tea,Earl Grey,80,189,California,32
75,40940,114,Major Market,West,Leaves,Tea,Green Tea,58,189,California,56
104,40940,28,Major Market,West,Beans,Coffee,Amaretto,-27,132,California,55
258,40940,387,Major Market,West,Beans,Coffee,Colombian,245,645,California,142
148,40940,-26,Major Market,West,Beans,Coffee,Decaf Irish Cream,-117,122,California,91
0,40940,43,Small Market,West,Beans,Espresso,Caffe Latte,31,43,Nevada,12
18,40940,27,Small Market,West,Beans,Espresso,Caffe Mocha,10,45,Nevada,17
19,40940,28,Small Market,West,Beans,Espresso,Decaf Espresso,11,47,Nevada,17
28,40940,35,Small Market,West,Beans,Coffee,Decaf Irish Cream,6,63,Nevada,29
121,40940,169,Small Market,West,Leaves,Herbal Tea,Chamomile,26,290,Nevada,143
148,40940,206,Small Market,West,Leaves,Herbal Tea,Lemon,115,354,Nevada,91
104,40940,150,Small Market,West,Leaves,Herbal Tea,Mint,94,254,Nevada,56
234,40940,311,Small Market,West,Leaves,Tea,Darjeeling,202,545,Nevada,109
228,40940,229,Small Market,West,Leaves,Tea,Earl Grey,142,457,Nevada,87
240,40940,-240,Small Market,West,Leaves,Tea,Green Tea,-342,23,Nevada,125
33,40940,41,Small Market,West,Beans,Coffee,Colombian,-5,74,Nevada,46
59,40940,73,Small Market,West,Beans,Espresso,Caffe Latte,18,132,Oregon,55
60,40940,80,Small Market,West,Beans,Espresso,Caffe Mocha,33,140,Oregon,47
170,40940,170,Small Market,West,Beans,Espresso,Decaf Espresso,99,340,Oregon,71
52,40940,76,Small Market,West,Beans,Coffee,Decaf Irish Cream,38,128,Oregon,38
33,40940,48,Small Market,West,Leaves,Herbal Tea,Chamomile,28,81,Oregon,20
44,40940,56,Small Market,West,Leaves,Herbal Tea,Lemon,30,100,Oregon,26
22,40940,34,Small Market,West,Leaves,Tea,Darjeeling,17,56,Oregon,17
80,40940,120,Small Market,West,Leaves,Tea,Earl Grey,62,200,Oregon,58
86,40940,120,Small Market,West,Leaves,Tea,Green Tea,71,206,Oregon,49
54,40940,75,Small Market,West,Beans,Coffee,Amaretto,-4,129,Oregon,79
65,40940,90,Small Market,West,Beans,Coffee,Colombian,25,155,Oregon,65
48,40940,62,Small Market,West,Beans,Espresso,Caffe Latte,35,110,Washington,27
53,40940,65,Small Market,West,Beans,Espresso,Caffe Mocha,12,118,Washington,53
70,40940,84,Small Market,West,Beans,Espresso,Decaf Espresso,41,154,Washington,43
92,40940,128,Small Market,West,Beans,Coffee,Decaf Irish Cream,15,220,Washington,113
130,40940,195,Small Market,West,Leaves,Herbal Tea,Chamomile,121,325,Washington,74
38,40940,56,Small Market,West,Leaves,Herbal Tea,Lemon,34,94,Washington,22
65,40940,109,Small Market,West,Leaves,Tea,Darjeeling,66,174,Washington,43
56,40940,81,Small Market,West,Leaves,Tea,Earl Grey,41,137,Washington,40
65,40940,90,Small Market,West,Leaves,Tea,Green Tea,3,155,Washington,87
58,40940,84,Small Market,West,Beans,Coffee,Colombian,44,142,Washington,40
87,40969,126,Major Market,Central,Beans,Coffee,Amaretto,90,213,Colorado,36
84,40969,109,Major Market,Central,Beans,Coffee,Colombian,69,193,Colorado,40
95,40969,139,Major Market,Central,Beans,Coffee,Decaf Irish Cream,101,234,Colorado,38
43,40969,55,Major Market,Central,Leaves,Tea,Green Tea,29,98,Colorado,26
81,40969,117,Major Market,Central,Beans,Espresso,Caffe Mocha,84,198,Colorado,33
72,40969,108,Major Market,Central,Beans,Espresso,Decaf Espresso,54,180,Colorado,54
162,40969,163,Major Market,Central,Leaves,Herbal Tea,Chamomile,94,325,Colorado,69
52,40969,73,Major Market,Central,Leaves,Herbal Tea,Lemon,-4,125,Colorado,77
57,40969,77,Major Market,Central,Leaves,Herbal Tea,Mint,31,134,Colorado,46
58,40969,71,Major Market,Central,Leaves,Tea,Darjeeling,16,129,Colorado,55
62,40969,73,Major Market,Central,Leaves,Tea,Earl Grey,32,135,Colorado,41
154,40969,213,Major Market,Central,Beans,Coffee,Colombian,119,367,Illinois,94
109,40969,158,Major Market,Central,Beans,Coffee,Decaf Irish Cream,102,267,Illinois,56
243,40969,324,Major Market,Central,Beans,Espresso,Caffe Mocha,211,567,Illinois,113
239,40969,239,Major Market,Central,Beans,Espresso,Decaf Espresso,148,478,Illinois,91
87,40969,126,Major Market,Central,Leaves,Herbal Tea,Chamomile,91,213,Illinois,35
84,40969,109,Major Market,Central,Leaves,Herbal Tea,Lemon,70,193,Illinois,39
95,40969,139,Major Market,Central,Leaves,Herbal Tea,Mint,102,234,Illinois,37
81,40969,117,Major Market,Central,Leaves,Tea,Darjeeling,84,198,Illinois,33
72,40969,108,Major Market,Central,Leaves,Tea,Earl Grey,53,180,Illinois,55
18,40969,27,Small Market,Central,Beans,Coffee,Amaretto,10,45,Iowa,17
28,40969,35,Small Market,Central,Beans,Coffee,Colombian,6,63,Iowa,29
23,40969,31,Small Market,Central,Beans,Coffee,Decaf Irish Cream,12,54,Iowa,19
16,40969,25,Small Market,Central,Beans,Espresso,Caffe Mocha,9,41,Iowa,16
0,40969,43,Small Market,Central,Beans,Espresso,Decaf Espresso,32,43,Iowa,11
243,40969,324,Small Market,Central,Leaves,Herbal Tea,Chamomile,212,567,Iowa,112
109,40969,158,Small Market,Central,Leaves,Herbal Tea,Lemon,102,267,Iowa,56
239,40969,239,Small Market,Central,Leaves,Tea,Darjeeling,148,478,Iowa,91
245,40969,301,Small Market,Central,Leaves,Tea,Earl Grey,175,546,Iowa,126
85,40969,104,Small Market,Central,Beans,Coffee,Colombian,39,189,Missouri,65
74,40969,89,Small Market,Central,Beans,Coffee,Decaf Irish Cream,45,163,Missouri,44
33,40969,42,Small Market,Central,Leaves,Tea,Green Tea,-4,75,Missouri,46
49,40969,72,Small Market,Central,Beans,Espresso,Caffe Mocha,47,121,Missouri,25
48,40969,70,Small Market,Central,Beans,Espresso,Decaf Espresso,45,118,Missouri,25
44,40969,63,Small Market,Central,Leaves,Herbal Tea,Chamomile,-6,107,Missouri,69
88,40969,18,Small Market,Central,Leaves,Herbal Tea,Lemon,-32,106,Missouri,50
36,40969,49,Small Market,Central,Leaves,Tea,Darjeeling,11,85,Missouri,38
33,40969,42,Small Market,Central,Leaves,Tea,Earl Grey,-3,75,Missouri,45
57,40969,77,Major Market,Central,Beans,Coffee,Amaretto,32,134,Ohio,45
49,40969,72,Major Market,Central,Beans,Coffee,Colombian,35,121,Ohio,37
52,40969,73,Major Market,Central,Beans,Coffee,Decaf Irish Cream,-4,125,Ohio,77
84,40969,126,Major Market,Central,Leaves,Tea,Darjeeling,68,210,Ohio,58
89,40969,125,Major Market,Central,Leaves,Tea,Earl Grey,74,214,Ohio,51
58,40969,71,Major Market,Central,Beans,Espresso,Decaf Espresso,15,129,Ohio,56
162,40969,163,Major Market,Central,Beans,Espresso,Caffe Mocha,94,325,Ohio,69
21,40969,32,Major Market,Central,Leaves,Herbal Tea,Chamomile,15,53,Ohio,17
32,40969,47,Major Market,Central,Leaves,Herbal Tea,Lemon,28,79,Ohio,19
54,40969,66,Small Market,Central,Beans,Coffee,Amaretto,13,120,Wisconsin,53
95,40969,132,Small Market,Central,Beans,Coffee,Colombian,17,227,Wisconsin,115
80,40969,108,Small Market,Central,Beans,Coffee,Decaf Irish Cream,55,188,Wisconsin,53
52,40969,77,Small Market,Central,Leaves,Tea,Darjeeling,38,129,Wisconsin,39
63,40969,87,Small Market,Central,Leaves,Tea,Earl Grey,1,150,Wisconsin,86
49,40969,63,Small Market,Central,Beans,Espresso,Decaf Espresso,34,112,Wisconsin,29
71,40969,84,Small Market,Central,Beans,Espresso,Caffe Mocha,41,155,Wisconsin,43
62,40969,105,Small Market,Central,Leaves,Herbal Tea,Chamomile,63,167,Wisconsin,42
49,40969,72,Small Market,Central,Leaves,Herbal Tea,Lemon,47,121,Wisconsin,25
49,40969,72,Small Market,East,Leaves,Tea,Darjeeling,47,121,Connecticut,25
25,40969,37,Small Market,East,Leaves,Tea,Green Tea,18,62,Connecticut,19
53,40969,71,Small Market,East,Beans,Espresso,Decaf Espresso,26,124,Connecticut,45
63,40969,87,Small Market,East,Beans,Espresso,Caffe Mocha,0,150,Connecticut,87
123,40969,186,Small Market,East,Beans,Coffee,Colombian,114,309,Connecticut,72
85,40969,104,Small Market,East,Leaves,Herbal Tea,Lemon,39,189,Connecticut,65
74,40969,89,Small Market,East,Leaves,Herbal Tea,Mint,46,163,Connecticut,43
33,40969,48,Major Market,East,Leaves,Tea,Darjeeling,27,81,Florida,21
49,40969,72,Major Market,East,Leaves,Tea,Green Tea,47,121,Florida,25
80,40969,108,Major Market,East,Beans,Espresso,Decaf Espresso,54,188,Florida,54
95,40969,132,Major Market,East,Beans,Espresso,Caffe Mocha,17,227,Florida,115
89,40969,125,Major Market,East,Beans,Coffee,Decaf Irish Cream,74,214,Florida,51
84,40969,126,Major Market,East,Beans,Coffee,Colombian,67,210,Florida,59
49,40969,63,Major Market,East,Leaves,Herbal Tea,Chamomile,35,112,Florida,28
54,40969,66,Major Market,East,Leaves,Herbal Tea,Lemon,12,120,Florida,54
71,40969,84,Major Market,East,Leaves,Herbal Tea,Mint,40,155,Florida,44
32,40969,47,Major Market,East,Leaves,Tea,Darjeeling,28,79,Massachusetts,19
21,40969,32,Major Market,East,Leaves,Tea,Green Tea,15,53,Massachusetts,17
162,40969,163,Major Market,East,Beans,Espresso,Regular Espresso,94,325,Massachusetts,69
52,40969,73,Major Market,East,Beans,Espresso,Caffe Mocha,-4,125,Massachusetts,77
72,40969,420,Major Market,East,Beans,Coffee,Colombian,366,492,Massachusetts,54
58,40969,71,Major Market,East,Leaves,Herbal Tea,Lemon,16,129,Massachusetts,55
18,40969,27,Small Market,East,Leaves,Tea,Darjeeling,11,45,New Hampshire,16
0,40969,43,Small Market,East,Leaves,Tea,Green Tea,32,43,New Hampshire,11
33,40969,42,Small Market,East,Beans,Espresso,Regular Espresso,-4,75,New Hampshire,46
44,40969,63,Small Market,East,Beans,Espresso,Caffe Mocha,-7,107,New Hampshire,70
43,40969,64,Small Market,East,Beans,Coffee,Amaretto,29,107,New Hampshire,35
47,40969,72,Small Market,East,Beans,Coffee,Colombian,26,119,New Hampshire,46
33,40969,42,Small Market,East,Leaves,Herbal Tea,Lemon,-3,75,New Hampshire,45
95,40969,139,Major Market,East,Leaves,Tea,Darjeeling,102,234,New York,37
87,40969,126,Major Market,East,Leaves,Tea,Earl Grey,91,213,New York,35
81,40969,117,Major Market,East,Leaves,Tea,Green Tea,83,198,New York,34
125,40969,-62,Major Market,East,Beans,Espresso,Caffe Mocha,-208,63,New York,146
239,40969,284,Major Market,East,Beans,Espresso,Regular Espresso,194,523,New York,90
270,40969,405,Major Market,East,Beans,Coffee,Colombian,259,675,New York,146
245,40969,268,Major Market,East,Leaves,Herbal Tea,Lemon,141,513,New York,127
214,40969,-32,Major Market,East,Leaves,Herbal Tea,Mint,-119,182,New York,87
63,40969,87,Small Market,South,Beans,Espresso,Caffe Latte,1,150,Louisiana,86
62,40969,105,Small Market,South,Beans,Espresso,Caffe Mocha,63,167,Louisiana,42
52,40969,77,Small Market,South,Beans,Espresso,Decaf Espresso,38,129,Louisiana,39
48,40969,62,Small Market,South,Leaves,Herbal Tea,Chamomile,34,110,Louisiana,28
85,40969,104,Small Market,South,Leaves,Herbal Tea,Lemon,39,189,Louisiana,65
49,40969,72,Small Market,South,Beans,Coffee,Decaf Irish Cream,47,121,Louisiana,25
33,40969,49,Small Market,South,Beans,Coffee,Colombian,29,82,Louisiana,20
33,40969,42,Small Market,South,Beans,Espresso,Caffe Latte,-3,75,New Mexico,45
44,40969,63,Small Market,South,Beans,Espresso,Caffe Mocha,-7,107,New Mexico,70
36,40969,49,Small Market,South,Beans,Espresso,Decaf Espresso,11,85,New Mexico,38
18,40969,27,Small Market,South,Leaves,Herbal Tea,Chamomile,10,45,New Mexico,17
28,40969,35,Small Market,South,Leaves,Herbal Tea,Lemon,5,63,New Mexico,30
88,40969,18,Small Market,South,Beans,Coffee,Decaf Irish Cream,-33,106,New Mexico,51
47,40969,72,Small Market,South,Beans,Coffee,Colombian,26,119,New Mexico,46
89,40969,125,Small Market,South,Beans,Espresso,Caffe Latte,74,214,Oklahoma,51
21,40969,32,Small Market,South,Beans,Espresso,Caffe Mocha,15,53,Oklahoma,17
84,40969,126,Small Market,South,Beans,Espresso,Decaf Espresso,68,210,Oklahoma,58
54,40969,66,Small Market,South,Leaves,Herbal Tea,Chamomile,13,120,Oklahoma,53
95,40969,132,Small Market,South,Leaves,Herbal Tea,Lemon,17,227,Oklahoma,115
32,40969,47,Small Market,South,Beans,Coffee,Decaf Irish Cream,27,79,Oklahoma,20
43,40969,55,Small Market,South,Beans,Coffee,Colombian,29,98,Oklahoma,26
72,40969,108,Major Market,South,Beans,Espresso,Caffe Latte,54,180,Texas,54
87,40969,126,Major Market,South,Beans,Espresso,Caffe Mocha,91,213,Texas,35
81,40969,117,Major Market,South,Beans,Espresso,Decaf Espresso,84,198,Texas,33
57,40969,77,Major Market,South,Leaves,Herbal Tea,Chamomile,31,134,Texas,46
49,40969,72,Major Market,South,Leaves,Herbal Tea,Lemon,35,121,Texas,37
84,40969,109,Major Market,South,Beans,Coffee,Decaf Irish Cream,70,193,Texas,39
214,40969,253,Major Market,South,Beans,Coffee,Colombian,166,467,Texas,87
48,40969,70,Small Market,West,Beans,Espresso,Caffe Latte,45,118,Utah,25
48,40969,62,Small Market,West,Beans,Espresso,Caffe Mocha,34,110,Utah,28
49,40969,72,Small Market,West,Beans,Espresso,Decaf Espresso,47,121,Utah,25
85,40969,104,Small Market,West,Beans,Coffee,Decaf Irish Cream,38,189,Utah,66
43,40969,64,Small Market,West,Leaves,Herbal Tea,Chamomile,28,107,Utah,36
47,40969,72,Small Market,West,Leaves,Herbal Tea,Lemon,26,119,Utah,46
88,40969,18,Small Market,West,Leaves,Herbal Tea,Mint,-32,106,Utah,50
44,40969,63,Small Market,West,Leaves,Tea,Darjeeling,-7,107,Utah,70
36,40969,49,Small Market,West,Leaves,Tea,Earl Grey,10,85,Utah,39
33,40969,42,Small Market,West,Leaves,Tea,Green Tea,-4,75,Utah,46
74,40969,89,Small Market,West,Beans,Coffee,Amaretto,45,163,Utah,44
53,40969,71,Small Market,West,Beans,Coffee,Colombian,26,124,Utah,45
239,40969,239,Major Market,West,Beans,Espresso,Caffe Latte,149,478,California,90
125,40969,173,Major Market,West,Beans,Espresso,Caffe Mocha,27,298,California,146
243,40969,324,Major Market,West,Beans,Espresso,Decaf Espresso,211,567,California,113
154,40969,-27,Major Market,West,Beans,Coffee,Decaf Irish Cream,-121,127,California,94
95,40969,139,Major Market,West,Leaves,Herbal Tea,Chamomile,101,234,California,38
214,40969,253,Major Market,West,Leaves,Herbal Tea,Lemon,165,467,California,88
84,40969,109,Major Market,West,Leaves,Herbal Tea,Mint,69,193,California,40
87,40969,126,Major Market,West,Leaves,Tea,Darjeeling,91,213,California,35
81,40969,117,Major Market,West,Leaves,Tea,Earl Grey,84,198,California,33
72,40969,108,Major Market,West,Leaves,Tea,Green Tea,54,180,California,54
109,40969,16,Major Market,West,Beans,Coffee,Amaretto,-41,125,California,57
270,40969,405,Major Market,West,Beans,Coffee,Colombian,259,675,California,146
0,40969,43,Small Market,West,Beans,Espresso,Caffe Latte,31,43,Nevada,12
18,40969,27,Small Market,West,Beans,Espresso,Caffe Mocha,10,45,Nevada,17
16,40969,25,Small Market,West,Beans,Espresso,Decaf Espresso,10,41,Nevada,15
28,40969,35,Small Market,West,Beans,Coffee,Decaf Irish Cream,6,63,Nevada,29
125,40969,173,Small Market,West,Leaves,Herbal Tea,Chamomile,27,298,Nevada,146
154,40969,213,Small Market,West,Leaves,Herbal Tea,Lemon,119,367,Nevada,94
109,40969,158,Small Market,West,Leaves,Herbal Tea,Mint,102,267,Nevada,56
243,40969,324,Small Market,West,Leaves,Tea,Darjeeling,212,567,Nevada,112
239,40969,239,Small Market,West,Leaves,Tea,Earl Grey,148,478,Nevada,91
245,40969,-245,Small Market,West,Leaves,Tea,Green Tea,-340,32,Nevada,127
33,40969,42,Small Market,West,Beans,Coffee,Colombian,-4,75,Nevada,46
58,40969,71,Small Market,West,Beans,Espresso,Caffe Latte,15,129,Oregon,56
57,40969,77,Small Market,West,Beans,Espresso,Caffe Mocha,32,134,Oregon,45
162,40969,163,Small Market,West,Beans,Espresso,Decaf Espresso,94,325,Oregon,69
49,40969,72,Small Market,West,Beans,Coffee,Decaf Irish Cream,34,121,Oregon,38
37,40969,55,Small Market,West,Leaves,Herbal Tea,Chamomile,33,92,Oregon,22
43,40969,55,Small Market,West,Leaves,Herbal Tea,Lemon,29,98,Oregon,26
21,40969,32,Small Market,West,Leaves,Tea,Darjeeling,16,53,Oregon,16
84,40969,126,Small Market,West,Leaves,Tea,Earl Grey,68,210,Oregon,58
89,40969,125,Small Market,West,Leaves,Tea,Green Tea,74,214,Oregon,51
52,40969,73,Small Market,West,Beans,Coffee,Amaretto,-3,125,Oregon,76
62,40969,87,Small Market,West,Beans,Coffee,Colombian,24,149,Oregon,63
49,40969,63,Small Market,West,Beans,Espresso,Caffe Latte,35,112,Washington,28
54,40969,66,Small Market,West,Beans,Espresso,Caffe Mocha,12,120,Washington,54
71,40969,84,Small Market,West,Beans,Espresso,Decaf Espresso,40,155,Washington,44
95,40969,132,Small Market,West,Beans,Coffee,Decaf Irish Cream,16,227,Washington,116
123,40969,186,Small Market,West,Leaves,Herbal Tea,Chamomile,115,309,Washington,71
33,40969,49,Small Market,West,Leaves,Herbal Tea,Lemon,29,82,Washington,20
62,40969,105,Small Market,West,Leaves,Tea,Darjeeling,62,167,Washington,43
52,40969,77,Small Market,West,Leaves,Tea,Earl Grey,38,129,Washington,39
63,40969,87,Small Market,West,Leaves,Tea,Green Tea,0,150,Washington,87
61,40969,89,Small Market,West,Beans,Coffee,Colombian,48,150,Washington,41
91,41000,132,Major Market,Central,Beans,Coffee,Amaretto,96,223,Colorado,36
78,41000,100,Major Market,Central,Beans,Coffee,Colombian,63,178,Colorado,37
54,41000,67,Major Market,Central,Leaves,Tea,Darjeeling,13,121,Colorado,54
63,41000,75,Major Market,Central,Leaves,Tea,Earl Grey,34,138,Colorado,41
46,41000,60,Major Market,Central,Leaves,Tea,Green Tea,32,106,Colorado,28
81,41000,117,Major Market,Central,Beans,Espresso,Caffe Mocha,84,198,Colorado,33
68,41000,102,Major Market,Central,Beans,Espresso,Decaf Espresso,48,170,Colorado,54
100,41000,145,Major Market,Central,Beans,Coffee,Decaf Irish Cream,105,245,Colorado,40
162,41000,163,Major Market,Central,Leaves,Herbal Tea,Chamomile,94,325,Colorado,69
52,41000,73,Major Market,Central,Leaves,Herbal Tea,Lemon,-4,125,Colorado,77
55,41000,74,Major Market,Central,Leaves,Herbal Tea,Mint,29,129,Colorado,45
191,41000,265,Major Market,Central,Beans,Coffee,Colombian,156,456,Illinois,109
81,41000,117,Major Market,Central,Leaves,Tea,Darjeeling,83,198,Illinois,34
68,41000,102,Major Market,Central,Leaves,Tea,Earl Grey,49,170,Illinois,53
252,41000,335,Major Market,Central,Beans,Espresso,Caffe Mocha,220,587,Illinois,115
239,41000,239,Major Market,Central,Beans,Espresso,Decaf Espresso,149,478,Illinois,90
123,41000,178,Major Market,Central,Beans,Coffee,Decaf Irish Cream,116,301,Illinois,62
91,41000,132,Major Market,Central,Leaves,Herbal Tea,Chamomile,95,223,Illinois,37
78,41000,100,Major Market,Central,Leaves,Herbal Tea,Lemon,62,178,Illinois,38
100,41000,145,Major Market,Central,Leaves,Herbal Tea,Mint,106,245,Illinois,39
19,41000,28,Small Market,Central,Beans,Coffee,Amaretto,11,47,Iowa,17
239,41000,239,Small Market,Central,Leaves,Tea,Darjeeling,148,478,Iowa,91
260,41000,318,Small Market,Central,Leaves,Tea,Earl Grey,186,578,Iowa,132
17,41000,26,Small Market,Central,Beans,Espresso,Caffe Mocha,10,43,Iowa,16
0,41000,43,Small Market,Central,Beans,Espresso,Decaf Espresso,32,43,Iowa,11
28,41000,33,Small Market,Central,Beans,Coffee,Colombian,3,61,Iowa,30
21,41000,28,Small Market,Central,Beans,Coffee,Decaf Irish Cream,9,49,Iowa,19
252,41000,335,Small Market,Central,Leaves,Herbal Tea,Chamomile,220,587,Iowa,115
123,41000,178,Small Market,Central,Leaves,Herbal Tea,Lemon,115,301,Iowa,63
37,41000,51,Small Market,Central,Leaves,Tea,Darjeeling,11,88,Missouri,40
29,41000,36,Small Market,Central,Leaves,Tea,Earl Grey,-9,65,Missouri,45
35,41000,44,Small Market,Central,Leaves,Tea,Green Tea,-2,79,Missouri,46
47,41000,68,Small Market,Central,Beans,Espresso,Caffe Mocha,43,115,Missouri,25
45,41000,67,Small Market,Central,Beans,Espresso,Decaf Espresso,44,112,Missouri,23
80,41000,98,Small Market,Central,Beans,Coffee,Colombian,35,178,Missouri,63
76,41000,91,Small Market,Central,Beans,Coffee,Decaf Irish Cream,47,167,Missouri,44
44,41000,63,Small Market,Central,Leaves,Herbal Tea,Chamomile,-6,107,Missouri,69
93,41000,40,Small Market,Central,Leaves,Herbal Tea,Lemon,-12,133,Missouri,52
88,41000,134,Major Market,Central,Leaves,Tea,Darjeeling,73,222,Ohio,61
112,41000,155,Major Market,Central,Leaves,Tea,Earl Grey,97,267,Ohio,58
162,41000,163,Major Market,Central,Beans,Espresso,Caffe Mocha,93,325,Ohio,70
54,41000,67,Major Market,Central,Beans,Espresso,Decaf Espresso,13,121,Ohio,54
55,41000,74,Major Market,Central,Beans,Coffee,Amaretto,28,129,Ohio,46
43,41000,64,Major Market,Central,Beans,Coffee,Colombian,27,107,Ohio,37
52,41000,73,Major Market,Central,Beans,Coffee,Decaf Irish Cream,-3,125,Ohio,76
21,41000,32,Major Market,Central,Leaves,Herbal Tea,Chamomile,16,53,Ohio,16
30,41000,45,Major Market,Central,Leaves,Herbal Tea,Lemon,26,75,Ohio,19
46,41000,68,Small Market,Central,Leaves,Tea,Darjeeling,31,114,Wisconsin,37
63,41000,87,Small Market,Central,Leaves,Tea,Earl Grey,1,150,Wisconsin,86
69,41000,82,Small Market,Central,Beans,Espresso,Caffe Mocha,39,151,Wisconsin,43
45,41000,58,Small Market,Central,Beans,Espresso,Decaf Espresso,32,103,Wisconsin,26
57,41000,70,Small Market,Central,Beans,Coffee,Amaretto,16,127,Wisconsin,54
95,41000,132,Small Market,Central,Beans,Coffee,Colombian,17,227,Wisconsin,115
83,41000,112,Small Market,Central,Beans,Coffee,Decaf Irish Cream,58,195,Wisconsin,54
49,41000,84,Small Market,Central,Leaves,Herbal Tea,Chamomile,46,133,Wisconsin,38
49,41000,72,Small Market,Central,Leaves,Herbal Tea,Lemon,47,121,Wisconsin,25
47,41000,68,Small Market,East,Leaves,Tea,Darjeeling,43,115,Connecticut,25
25,41000,37,Small Market,East,Leaves,Tea,Green Tea,18,62,Connecticut,19
63,41000,87,Small Market,East,Beans,Espresso,Caffe Mocha,0,150,Connecticut,87
51,41000,68,Small Market,East,Beans,Espresso,Decaf Espresso,24,119,Connecticut,44
116,41000,176,Small Market,East,Beans,Coffee,Colombian,107,292,Connecticut,69
80,41000,98,Small Market,East,Leaves,Herbal Tea,Lemon,34,178,Connecticut,64
76,41000,91,Small Market,East,Leaves,Herbal Tea,Mint,46,167,Connecticut,45
34,41000,51,Major Market,East,Leaves,Tea,Darjeeling,30,85,Florida,21
49,41000,72,Major Market,East,Leaves,Tea,Green Tea,47,121,Florida,25
95,41000,132,Major Market,East,Beans,Espresso,Caffe Mocha,17,227,Florida,115
83,41000,112,Major Market,East,Beans,Espresso,Decaf Espresso,58,195,Florida,54
88,41000,134,Major Market,East,Beans,Coffee,Colombian,73,222,Florida,61
112,41000,155,Major Market,East,Beans,Coffee,Decaf Irish Cream,98,267,Florida,57
45,41000,58,Major Market,East,Leaves,Herbal Tea,Chamomile,31,103,Florida,27
57,41000,70,Major Market,East,Leaves,Herbal Tea,Lemon,15,127,Florida,55
69,41000,82,Major Market,East,Leaves,Herbal Tea,Mint,39,151,Florida,43
30,41000,45,Major Market,East,Leaves,Tea,Darjeeling,26,75,Massachusetts,19
21,41000,32,Major Market,East,Leaves,Tea,Green Tea,16,53,Massachusetts,16
52,41000,65,Major Market,East,Beans,Espresso,Caffe Mocha,-12,117,Massachusetts,77
162,41000,163,Major Market,East,Beans,Espresso,Regular Espresso,94,325,Massachusetts,69
68,41000,451,Major Market,East,Beans,Coffee,Colombian,397,519,Massachusetts,54
54,41000,67,Major Market,East,Leaves,Herbal Tea,Lemon,13,121,Massachusetts,54
19,41000,28,Small Market,East,Leaves,Tea,Darjeeling,12,47,New Hampshire,16
0,41000,43,Small Market,East,Leaves,Tea,Green Tea,32,43,New Hampshire,11
44,41000,63,Small Market,East,Beans,Espresso,Caffe Mocha,-6,107,New Hampshire,69
29,41000,36,Small Market,East,Beans,Espresso,Regular Espresso,-9,65,New Hampshire,45
49,41000,72,Small Market,East,Beans,Coffee,Amaretto,33,121,New Hampshire,39
50,41000,75,Small Market,East,Beans,Coffee,Colombian,27,125,New Hampshire,48
35,41000,44,Small Market,East,Leaves,Herbal Tea,Lemon,-3,79,New Hampshire,47
100,41000,145,Major Market,East,Leaves,Tea,Darjeeling,105,245,New York,40
91,41000,132,Major Market,East,Leaves,Tea,Earl Grey,95,223,New York,37
81,41000,117,Major Market,East,Leaves,Tea,Green Tea,83,198,New York,34
125,41000,-59,Major Market,East,Beans,Espresso,Caffe Mocha,-205,66,New York,146
239,41000,325,Major Market,East,Beans,Espresso,Regular Espresso,235,564,New York,90
284,41000,428,Major Market,East,Beans,Coffee,Colombian,276,712,New York,152
