Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated
MX,Irapuato,Bomberos,"21.118055555556, -101.60216666666999",O3,Sinaica Mexico,ppm,0.00828,2024-02-20T13:30:00+05:30
MX,Puebla,Las Ninfas,"19.041388888889, -98.214222222222",PM10,Sinaica Mexico,µg/m³,33.1123595505618,2023-12-11T08:30:00+05:30
MX,León,CICEG - Bomberos,"21.103055555556, -101.63611111111001",NO2,Sinaica Mexico,ppm,0.007722202,2024-02-09T03:30:00+05:30
MX,Durango,ITD,"24.034472222222004, -104.64502777778",SO2,Sinaica Mexico,ppm,5.694199999999999e-07,2023-12-31T12:30:00+05:30
MX,Mexicali,COBACH,"32.639722222222, -115.50638888889",NOX,Sinaica Mexico,ppm,0.0195285666,2023-12-04T22:30:00+05:30
MX,San Luis Potosí,Escuela Primaria 1° de mayo,"22.159444444444, -100.95333333333",NO,Sinaica Mexico,ppm,0.0030143,2023-10-11T11:30:00+05:30
MX,San Mateo Atenco,San Mateo Atenco,"19.280416666667005, -99.54166666666698",O3,Sinaica Mexico,ppm,0.011,2023-10-11T03:30:00+05:30
MX,Miguel Hidalgo,Miguel Hidalgo,"19.404, -99.202722222222",NO,Sinaica Mexico,ppm,0.024,2023-09-27T20:30:00+05:30
MX,Venustiano Carranza,Merced,"19.424722222222, -99.119722222222",SO2,Sinaica Mexico,ppm,0.015,2023-09-27T20:30:00+05:30
MX,Iztacalco,Iztacalco,"19.384444444444, -99.11777777777799",NOX,Sinaica Mexico,ppm,0.084,2023-09-27T20:30:00+05:30
MX,Nezahualcóyotl,Nezahualcóyotl,"19.393888888889, -99.02833333333298",NOX,Sinaica Mexico,ppm,0.05,2023-09-27T20:30:00+05:30
MX,Naucalpan de Juárez,FES Acatlán,"19.482499999999998, -99.24361111111101",CO,Sinaica Mexico,ppm,0.9,2023-09-27T20:30:00+05:30
MX,Gómez Palacio,Campestre,"25.551222222222002, -103.50252777777999",NOX,Sinaica Mexico,ppm,1.1363,2023-09-13T23:30:00+05:30
MX,MEXICO STATE,Atizap�n,"19.577, -99.2542",O3,AirNow,ppm,0.03,2023-08-30T16:30:00+05:30
MX,DISTRITO FEDERAL,UAM Xochimilco,"19.3044, -99.0738",SO2,AirNow,ppm,0.0,2023-08-30T16:30:00+05:30
MX,MEXICO STATE,FES Acatl�n,"19.4824, -99.2435",O3,AirNow,ppm,0.026,2023-08-30T16:30:00+05:30
MX,MEXICO STATE,La Presa,"19.5347, -99.1177",SO2,AirNow,ppm,0.0,2023-08-30T16:30:00+05:30
MX,DISTRITO FEDERAL,Cuajimalpa,"19.3653, -99.2917",CO,AirNow,ppm,0.3,2023-08-30T16:30:00+05:30
MX,Poza Rica de Hidalgo,USBI UV Poza Rica,"20.508972222222, -97.44698611111099",NO,Sinaica Mexico,ppm,0.0214,2023-05-10T23:30:00+05:30
MX,Poza Rica de Hidalgo,USBI UV Poza Rica,"20.508972222222, -97.44698611111099",PM10,Sinaica Mexico,µg/m³,26.0,2023-05-10T23:30:00+05:30
MX,DISTRITO FEDERAL,Santa Fe,"19.3573, -99.26279999999998",PM2.5,AirNow,µg/m³,39.0,2022-10-04T23:30:00+05:30
NL,Utrecht,Utrecht-Kardinaal de Jongweg,"52.105, 5.12446",O3,Netherlands,µg/m³,75.73,2024-03-20T21:30:00+05:30
NL,Utrecht,Utrecht-Kardinaal de Jongweg,"52.105, 5.12446",PM10,Netherlands,µg/m³,35.15,2024-03-20T21:30:00+05:30
NL,Zegveld,Zegveld-Oude Meije,"52.138, 4.83819",NO,Netherlands,µg/m³,-995.0,2024-03-20T21:30:00+05:30
NL,Haarlem,Haarlem-Schipholweg,"52.3705, 4.64232",NO,Netherlands,µg/m³,-995.0,2024-03-20T21:30:00+05:30
NL,Nijmegen,Nijmegen-Graafseweg,"51.8414, 5.857780000000001",PM2.5,Netherlands,µg/m³,21.5674,2024-03-20T21:30:00+05:30
NL,Amsterdam,Amsterdam-Einsteinweg,"52.3813, 4.84523",CO,Netherlands,µg/m³,0.3665,2024-03-20T21:30:00+05:30
NL,Biddinghuizen,Biddinghuizen-Kuilweg,"52.4232, 5.59338",O3,Netherlands,µg/m³,58.2,2024-03-20T21:30:00+05:30
NL,Breda,Breda-Tilburgseweg,"51.5935, 4.82494",PM2.5,Netherlands,µg/m³,9.2194,2024-03-20T21:30:00+05:30
NL,Amsterdam,Amsterdam-Spaarnwoude,"52.3984, 4.72858",NO2,Netherlands,µg/m³,7.8,2024-03-20T21:30:00+05:30
NL,Amsterdam,Amsterdam-Haarlemmerweg,"52.3854, 4.87575",NO2,Netherlands,µg/m³,47.6,2024-03-20T21:30:00+05:30
NL,Hoogvliet,Hoogvliet-Leemkuil,"51.8674, 4.35524",O3,Netherlands,µg/m³,73.3,2024-03-20T21:30:00+05:30
NL,Zierikzee,Zierikzee-Lange Slikweg,"51.6347, 3.91662",NO,Netherlands,µg/m³,-995.0,2024-03-20T21:30:00+05:30
NL,Den Haag,Den Haag-Rebecquestraat,"52.0771, 4.28919",O3,Netherlands,µg/m³,74.91,2024-03-20T21:30:00+05:30
US,Indianapolis,Avon,"39.758889, -86.398611",O3,AirNow,ppm,0.045,2023-05-31T04:30:00+05:30
US,Santa Barbara-Santa Maria,Las Flores Canyon,"34.4897, -120.0458",PM10,AirNow,µg/m³,4.0,2023-05-31T04:30:00+05:30
US,UINTAH,Whiterocks,"40.483799, -109.906197",NO2,AirNow,ppm,0.0003,2023-05-31T04:30:00+05:30
US,Gulfport-Biloxi,WAVELAND,"30.300917, -89.395954",PM2.5,AirNow,µg/m³,12.8,2023-05-31T04:30:00+05:30
US,Louisville,WATSON,"38.0608, -85.8961",SO2,AirNow,ppm,0.0002,2023-05-31T04:30:00+05:30
US,Philadelphia-Camden-Wilmington,Fair Hill,"39.701099, -75.860001",O3,AirNow,ppm,0.051,2023-05-31T04:30:00+05:30
US,Portland-Vancouver-Beaverton,Vancouver-Blairmont,"45.6166, -122.516602",PM2.5,AirNow,µg/m³,1.5,2023-05-31T04:30:00+05:30
US,WASHINGTON,Hurricane,"37.179, -113.3052",NO,AirNow,ppm,0.0005,2023-05-31T04:30:00+05:30
US,Bridgeport-Stamford-Norwalk,Bridgeport,"41.171398, -73.195297",PM2.5,AirNow,µg/m³,7.6,2023-05-31T04:30:00+05:30
US,Brunswick,Brunswick,"31.1694, -81.4964",PM10,AirNow,µg/m³,23.0,2023-05-31T04:30:00+05:30
US,Salem,Turner - CJHS,"44.81029, -122.915085",PM2.5,AirNow,µg/m³,4.8,2023-05-31T04:30:00+05:30
US,Mobile,Chickasaw,"30.7697, -88.0875",PM2.5,AirNow,µg/m³,19.6,2023-05-31T04:30:00+05:30
US,Chicago-Naperville-Joliet,CHI_SP,"41.9136, -87.7239",PM2.5,AirNow,µg/m³,7.5,2023-05-31T04:30:00+05:30
US,Richmond,CORBIN,"38.20087, -77.37742",O3,AirNow,ppm,0.041,2023-05-31T04:30:00+05:30
US,Taos,Taos Fire Station,"36.3833, -105.5833",PM2.5,AirNow,µg/m³,2.0,2023-05-31T04:30:00+05:30
US,Seattle-Tacoma-Bellevue,Tacoma-S 36th St,"47.22634, -122.46256",PM2.5,AirNow,µg/m³,8.0,2023-05-30T23:30:00+05:30
US,Seattle-Tacoma-Bellevue,Tacoma-Alexander Ave,"47.2656, -122.3858",PM2.5,AirNow,µg/m³,3.0,2023-05-31T04:30:00+05:30
US,Champaign-Urbana,THOMAS,"40.244953, -88.188179",O3,AirNow,ppm,0.062,2023-05-31T04:30:00+05:30
US,Cincinnati-Middletown,Sycamore,"39.2787, -84.36612",PM2.5,AirNow,µg/m³,6.2,2023-05-31T04:30:00+05:30
US,Bridgeport-Stamford-Norwalk,Stratford,"41.1519, -73.1036",O3,AirNow,ppm,0.032,2023-05-31T04:30:00+05:30
US,Minneapolis-St. Paul-Bloomington,St. Cloud,"45.55, -94.1333",PM2.5,AirNow,µg/m³,7.9,2023-05-31T04:30:00+05:30
US,Oklahoma City,Moore,"35.32, -97.4883",PM10,AirNow,µg/m³,26.0,2023-05-31T04:30:00+05:30
US,DUCHESNE,Myton,"40.2169, -110.182297",NO,AirNow,ppm,0.0,2023-05-31T04:30:00+05:30
US,Atlanta-Sandy Springs-Marietta,South DeKalb,"33.6906, -84.2731",NO,AirNow,ppm,-0.0004,2023-05-31T04:30:00+05:30
US,Philadelphia-Camden-Wilmington,New Garden,"39.8344, -75.7678",O3,AirNow,ppm,0.047,2023-05-31T04:30:00+05:30
US,Clinton,"Clinton, Rainbow Par","41.875, -90.177498",O3,AirNow,ppm,0.071,2023-05-31T04:30:00+05:30
US,Santa Rosa-Petaluma,Sebastopol,"38.403765, -122.818294",NOX,AirNow,ppm,0.0016,2023-05-31T04:30:00+05:30
US,Chicago-Naperville-Joliet,NORTHBRK,"42.1406, -87.7994",O3,AirNow,ppm,0.075,2023-05-31T04:30:00+05:30
US,Providence-New Bedford-Fall River,Near Road,"41.771987, -71.427881",BC,AirNow,µg/m³,0.29,2023-05-31T04:30:00+05:30
US,State College,State College,"40.8114, -77.8769",PM2.5,AirNow,µg/m³,10.3,2023-05-31T04:30:00+05:30
US,Eugene-Springfield,Eugene - Highway 99,"44.067223, -123.14135",PM2.5,AirNow,µg/m³,2.9,2023-05-31T04:30:00+05:30
US,Oklahoma City,North OKC,"35.612801, -97.472198",PM10,AirNow,µg/m³,27.0,2023-05-31T04:30:00+05:30
US,Chicago-Naperville-Joliet,DESPLNS,"42.0603, -87.8631",PM2.5,AirNow,µg/m³,10.2,2023-05-31T04:30:00+05:30
US,Fort Collins-Loveland,Rocky Mountain NP,"40.2778, -105.5453",O3,AirNow,ppm,0.059,2023-05-31T04:30:00+05:30
US,San Francisco-Oakland-Fremont,Oakland West,"37.8148, -122.282402",NOX,AirNow,ppm,0.0021,2023-05-31T04:30:00+05:30
US,OKANOGAN,Omak-Colville Tribe,"48.39999, -119.518959",PM2.5,AirNow,µg/m³,1.0,2023-05-31T04:30:00+05:30
US,Dayton,Sinclair,"39.758235, -84.197375",PM2.5,AirNow,µg/m³,5.2,2023-05-31T04:30:00+05:30
US,Albuquerque,Del Norte,"35.1353, -106.584702",SO2,AirNow,ppm,0.0,2023-05-31T04:30:00+05:30
US,Dodge City,Dodge City,"37.7667, -100.0333",PM10,AirNow,µg/m³,21.0,2023-05-31T04:30:00+05:30
US,Roanoke,EAST VINTON ELEMENTA,"37.28342, -79.88452",PM2.5,AirNow,µg/m³,6.9,2023-05-31T04:30:00+05:30
US,Pascagoula,PASCAGOULA,"30.378054, -88.533876",SO2,AirNow,ppm,0.0001,2023-05-31T04:30:00+05:30
US,Pascagoula,PASCAGOULA,"30.378054, -88.533876",PM2.5,AirNow,µg/m³,11.1,2023-05-31T04:30:00+05:30
US,Bishop,NCORE - Bishop,"37.360701, -118.330835",PM2.5,AirNow,µg/m³,5.1,2023-05-31T04:30:00+05:30
US,Knoxville,Look Rock - GSMNP,"35.63346, -83.94158",NO,AirNow,ppm,0.0,2023-05-31T04:30:00+05:30
US,SAN BERNARDINO,60 Near Road,"34.0309, -117.617403",NOX,AirNow,ppm,0.0483,2023-05-31T04:30:00+05:30
US,NOWATA,Union,"36.918242, -95.632127",PM10,AirNow,µg/m³,25.0,2023-05-31T04:30:00+05:30
US,BERKELEY,Moncks Corner,"33.183016, -80.030712",O3,AirNow,ppm,0.043,2023-05-31T04:30:00+05:30
US,Youngstown-Warren-Boardman,Laird Eng Bldg,"41.23172, -80.80116",PM2.5,AirNow,µg/m³,13.5,2023-05-31T04:30:00+05:30
US,Memphis,HERNANDO,"34.820633, -89.987782",O3,AirNow,ppm,0.053,2023-05-31T04:30:00+05:30
ZA,Ngaka Modiri Molema,Lichtenburg,"-26.178767, 26.143496",SO2,South Africa,ppm,0.001806,2023-05-31T04:30:00+05:30
ZA,Nkangala,Hendrina - SAWS,"-26.151197, 29.716484",O3,South Africa,ppm,0.018621,2023-05-31T04:30:00+05:30
ZA,City  of  Ekurhuleni,Olifantsfontein-NAQI,"-25.973743, 28.236044",NO2,South Africa,ppm,0.00069,2023-05-31T04:30:00+05:30
ZA,City of Johannesburg,Orange Farm,"-26.479639, 27.867111",PM10,South Africa,µg/m³,6.642,2023-05-31T04:30:00+05:30
ZA,City of Cape Town,Molteno,"-33.937861, 18.410778",NOX,South Africa,ppm,0.013106,2023-05-31T04:30:00+05:30
ZA,Cape Winelands,Stellenboch,"-33.927762, 18.857242",PM10,South Africa,µg/m³,460.479,2022-07-27T01:30:00+05:30
ZA,City of Cape Town,Wallacedene-NAQI,"-33.857194, 18.725778",NO2,South Africa,ppm,0.003683,2023-05-31T04:30:00+05:30
ZA,City of Tshwane,Hammanskraal,"-25.38512, 28.254542",O3,South Africa,ppm,0.002883,2023-01-20T06:30:00+05:30
ZA,City of Tshwane,Hammanskraal,"-25.38512, 28.254542",CO,South Africa,ppm,0.235,2023-05-31T04:30:00+05:30
ZA,City of Cape Town,Athlone,"-33.955861, 18.513111",SO2,South Africa,ppm,0.001597,2023-05-31T04:30:00+05:30
ZA,Nkangala,Middelburg SAWS-NAQI,"-25.796056, 29.462823",PM2.5,South Africa,µg/m³,8.256,2023-05-31T02:30:00+05:30
ZA,Dr Kenneth Kaunda,Jouberton,"-26.89605, 26.6056",NOX,South Africa,ppm,0.003757,2023-05-31T02:30:00+05:30
ZA,City of Cape Town,Cape Point-NAQI,"-34.353292, 18.489764",NOX,South Africa,ppm,0.00031,2023-05-31T02:30:00+05:30
ZA,Polokwane,Good Hope School,"-23.90677, 29.431096",SO2,South Africa,ppm,-0.001043,2023-05-31T02:30:00+05:30
ZA,Polokwane,Good Hope School,"-23.90677, 29.431096",PM10,South Africa,µg/m³,38.0,2023-05-31T02:30:00+05:30
ZA,Alfred Nzo,ES_Motherwell,"-33.789662, 25.618592",SO2,South Africa,µg/m³,6.49,2023-05-31T01:30:00+05:30
ZA,City of Tshwane,Bodibeng-NAQI,"-25.492833, 28.093733",CO,South Africa,ppm,0.556,2023-05-30T23:30:00+05:30
ZA,City of Johannesburg,Buccleugh-NAQI,"-26.045, 28.098889",SO2,South Africa,ppm,0.001316,2023-05-30T07:30:00+05:30
ZA,Gert Sibande,Sivukile,"-26.741956, 29.608826",PM2.5,South Africa,µg/m³,0.0,2023-05-30T02:30:00+05:30
ZA,Gert Sibande,Grootvlei - Eskom,"-26.764724, 28.480081",PM2.5,South Africa,µg/m³,37.457,2023-05-30T02:30:00+05:30
ZA,Nkangala,Chicken Farm,"-25.97884, 28.942852",NO2,South Africa,ppm,0.013259,2023-05-30T02:30:00+05:30
ZA,Nkangala,Kendal,"-26.107896, 28.974458",SO2,South Africa,ppm,0.0,2023-05-30T02:30:00+05:30
ZA,Nkangala,Masakhane,"-25.97255, 29.313231",PM10,South Africa,µg/m³,-71.886,2023-05-30T02:30:00+05:30
ZA,Namakwa,Karoo-NAQI,"-31.398641, 19.140214",PM10,South Africa,µg/m³,1.42,2023-05-26T19:30:00+05:30
ZA,Waterberg,Lephalale-NAQI,"-23.682068, 27.722012",SO2,South Africa,ppm,0.004657,2023-05-26T00:30:00+05:30
ZA,West Coast,Malmesbury,"-33.4554, 18.7317",PM10,South Africa,µg/m³,20.556,2022-03-28T13:30:00+05:30
ZA,Alfred Nzo,Lebone,"-25.5956514035919, 27.1256297242044",PM2.5,South Africa,µg/m³,31.0,2023-05-22T08:30:00+05:30
ZA,Alfred Nzo,Lebone,"-25.5956514035919, 27.1256297242044",PM2.5,South Africa,µg/m³,3.0,2023-05-21T23:30:00+05:30
ZA,Gert Sibande,Standerton - MP Province,"-26.964112, 29.2232",PM2.5,South Africa,µg/m³,14.933,2023-04-01T04:30:00+05:30
ZA,Gert Sibande,Ermelo-NAQI,"-26.493348, 29.968054",SO2,South Africa,ppm,0.007383,2023-05-16T14:30:00+05:30
ZA,City of Tshwane,Olievenhoutbosch-NAQI,"-25.911667, 28.092939",CO,South Africa,ppm,1.222,2023-05-14T08:30:00+05:30
ZA,City of Tshwane,Tshwane Market,"-25.740247, 28.170315",PM10,South Africa,µg/m³,30.409,2023-04-29T14:30:00+05:30
ZA,Nkangala,Masakhane,"-25.97255, 29.313231",NO2,South Africa,ppm,0.015941,2023-04-26T02:30:00+05:30
ZA,Gert Sibande,Grootdraaidam,"-26.891813, 29.307828",SO2,South Africa,ppm,0.002152,2023-04-25T21:30:00+05:30
ZA,Gert Sibande,Club-NAQI,"-26.523518, 29.189015",PM2.5,South Africa,µg/m³,0.0,2023-03-30T23:30:00+05:30
ZA,Gert Sibande,Club-NAQI,"-26.523518, 29.189015",SO2,South Africa,ppm,0.00716,2023-04-25T17:30:00+05:30
ZA,Gert Sibande,Embalenhle,"-26.551427, 29.112381",O3,South Africa,ppm,0.048676,2023-04-25T16:30:00+05:30
ZA,Sekhukhune,Steelpoort,"-24.731501, 30.134383",PM2.5,South Africa,µg/m³,0.039,2023-04-17T17:30:00+05:30
ZA,Sekhukhune,Dilokong,"-24.615222, 30.171036",NO,South Africa,ppm,0.014609,2023-04-15T21:30:00+05:30
ZA,Alfred Nzo,Lebone,"-25.5956514035919, 27.1256297242044",PM10,South Africa,µg/m³,33.0,2023-04-12T23:30:00+05:30
ZA,Alfred Nzo,Lebone,"-25.5956514035919, 27.1256297242044",PM2.5,South Africa,µg/m³,12.0,2023-04-12T19:30:00+05:30
ZA,Gert Sibande,Lebohang,"-26.381111, 28.918333",PM2.5,South Africa,µg/m³,0.0,2023-03-30T21:30:00+05:30
ZA,Gert Sibande,Lebohang,"-26.381111, 28.918333",PM10,South Africa,µg/m³,0.153,2023-03-30T21:30:00+05:30
ZA,West Coast,Saldanha Bay,"-33.001294, 17.94503",NO2,South Africa,ppm,0.002225,2022-09-29T23:30:00+05:30
ZA,Alfred Nzo,Luka,"-25.5077634717075, 27.1838594119125",PM10,South Africa,µg/m³,52.0,2022-08-05T04:30:00+05:30
ZA,Sedibeng,Sebokeng,"-26.587334, 27.841022",O3,South Africa,ppm,0.024582,2022-05-11T13:30:00+05:30
US,Kingsport-Bristol-Bristol,Andrew Johnson Elem.,"36.526416, -82.528679",SO2,AirNow,ppm,0.001,2023-05-31T04:30:00+05:30
US,MULTNOMAH,Gresham Centennial H,"45.4962, -122.4834",PM2.5,AirNow,µg/m³,2.8,2023-05-31T04:30:00+05:30
US,San Diego-Carlsbad-San Marcos,El Cajon - Lexington,"32.789561, -116.944222",O3,AirNow,ppm,0.043,2023-05-31T04:30:00+05:30
US,Philadelphia-Camden-Wilmington,LABP,"40.00892, -75.09777",O3,AirNow,ppm,0.038,2023-05-31T04:30:00+05:30
US,Riverside-San Bernardino-Ontario,Lake Elsinore - W. F,"33.676535, -117.331027",PM10,AirNow,µg/m³,9.0,2023-05-31T04:30:00+05:30
US,GBU,PM2.5 Mammoth Lakes,"37.645748, -118.966506",PM2.5,AirNow,µg/m³,5.0,2023-05-31T04:30:00+05:30
US,Manchester-Nashua,Miller State Park,"42.86183, -71.878626",CO,AirNow,ppm,0.1,2023-05-31T04:30:00+05:30
US,BERKSHIRE,NorthAdams,"42.702223, -73.110414",PM2.5,AirNow,µg/m³,6.0,2023-05-31T04:30:00+05:30
US,Oxnard-Thousand Oaks-Ventura,Ojai - Ojai Ave.,"34.44806, -119.2313",O3,AirNow,ppm,0.038,2023-05-31T04:30:00+05:30
US,BUTTE,Paradise Theater,"39.77919, -121.59135",PM2.5,AirNow,µg/m³,18.0,2023-05-31T04:30:00+05:30
US,Phoenix-Mesa-Scottsdale,Pinal County Housing,"32.891056, -111.570503",PM10,AirNow,µg/m³,23.0,2023-05-31T04:30:00+05:30
US,Salt Lake City,Copper View,"40.598056, -111.894167",CO,AirNow,ppm,0.1,2023-05-31T04:30:00+05:30
US,Salt Lake City,Rose Park,"40.7955, -111.9309",NOX,AirNow,ppm,0.0037,2023-05-31T04:30:00+05:30
US,Sacramento--Arden-Arcade--Roseville,Roseville - N.Sunris,"38.74643, -121.26498",NOX,AirNow,ppm,0.0023,2023-05-31T04:30:00+05:30
US,Jacksonville,Cisco Drive,"30.378167, -81.84079",O3,AirNow,ppm,0.049,2023-05-31T04:30:00+05:30
US,LEMHI,Salmon PM2.5,"45.181907, -113.890285",PM2.5,AirNow,µg/m³,3.0,2023-05-31T04:30:00+05:30
US,Riverside-San Bernardino-Ontario,San Bernadino - 4th,"34.106678, -117.274063",O3,AirNow,ppm,0.05,2023-05-31T04:30:00+05:30
US,Pittsburgh,Uniontown,"39.917663, -79.805499",O3,AirNow,ppm,0.058,2023-05-31T04:30:00+05:30
US,Las Vegas-Paradise,Garrett Jr. High,"35.969848, -114.835007",PM10,AirNow,µg/m³,12.0,2023-05-31T04:30:00+05:30
US,HANCOCK,Sunny Farms West,"0.410931, -83.423448",SO2,AirNow,ppm,0.002,2023-05-31T04:30:00+05:30
US,MC CLAIN,Kessler,"34.984686, -97.522753",O3,AirNow,ppm,0.054,2023-05-31T04:30:00+05:30
US,Salt Lake City,Prison Site,"40.807897, -112.087717",NOX,AirNow,ppm,0.0005,2023-05-31T04:30:00+05:30
US,WASHINGTON,Sipayik,"44.963459, -67.060476",O3,AirNow,ppm,0.035,2023-05-31T04:30:00+05:30
US,GAGE,Homestead NHP,"40.28506, -96.82431",PM2.5,AirNow,µg/m³,-3.1,2023-05-31T04:30:00+05:30
US,BENTON,Corvallis EPA Office,"44.565803, -123.292706",PM2.5,AirNow,µg/m³,4.0,2023-05-31T04:30:00+05:30
US,LOS ANGELES,Lancaster-Fairground,"34.7254, -118.1786",NO,AirNow,ppm,0.0,2023-05-31T04:30:00+05:30
US,GRAND,Moab #7,"38.566055, -109.537167",PM2.5,AirNow,µg/m³,7.7,2023-05-31T04:30:00+05:30
US,New York-Northern New Jersey-Long Island,Colliers Mills,"40.064846, -74.444061",O3,AirNow,ppm,0.039,2023-05-31T01:30:00+05:30
US,Trenton-Ewing,Rider University,"40.283092, -74.742645",O3,AirNow,ppm,0.042,2023-05-31T01:30:00+05:30
US,Grand Rapids-Wyoming,EVANS,"43.176701, -85.416702",O3,AirNow,ppm,0.07,2023-05-31T01:30:00+05:30
US,Detroit-Warren-Livonia,DP4TH,"42.312158, -83.091943",SO2,AirNow,ppm,0.0005,2023-05-31T01:30:00+05:30
US,Wabash,Salamonie Reservoir,"40.816, -85.6611",O3,AirNow,ppm,0.052,2023-05-31T00:30:00+05:30
US,NOBLE,Quaker City,"39.9428, -81.3373",O3,AirNow,ppm,0.051,2023-05-31T00:30:00+05:30
US,SUBLETTE,Pinedale Gaseous,"42.8698, -109.8708",NO,AirNow,ppm,0.001,2023-05-30T20:30:00+05:30
US,SWEETWATER,Moxa Arch,"41.750599, -109.789703",NO,AirNow,ppm,0.0005,2023-05-30T20:30:00+05:30
US,SUBLETTE,Big Piney,"42.486668, -110.099167",NO2,AirNow,ppm,0.001,2023-05-30T20:30:00+05:30
AE,Liwa,Liwa,"23.09569, 53.60639",NO2,adairquality-ae,µg/m³,3.83,2024-03-25T13:30:00+05:30
AE,Al Ain,Al Ain Islamic Institute,"24.219, 55.7348",O3,adairquality-ae,µg/m³,38.93,2024-03-25T13:30:00+05:30
AE,Al Ain,Al Ain Islamic Institute,"24.219, 55.7348",SO2,adairquality-ae,µg/m³,11.36,2024-03-25T12:30:00+05:30
AT,Umweltbundesamt,NET.10,"48.39163999946704, 13.670860000000003",NO2,EEA Austria,µg/m³,25.24222564,2024-02-22T12:30:00+05:30
AT,Amt der Tiroler Landesregierung,NET.07,"47.45871699946523, 11.90995",O3,EEA Austria,µg/m³,36.497,2024-02-22T13:30:00+05:30
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.178079999464806, 14.676667000000002",O3,EEA Austria,µg/m³,53.386,2024-02-22T13:30:00+05:30
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.04027799946461, 14.330725000000001",O3,EEA Austria,µg/m³,78.267,2024-02-22T13:30:00+05:30
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.210369999464845, 14.825278000000003",SO2,EEA Austria,µg/m³,13.20600795,2022-05-02T04:30:00+05:30
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.33471999946692, 16.729445",SO2,EEA Austria,µg/m³,3.54999995,2024-02-22T13:30:00+05:30
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.27328999946678, 14.31479",SO2,EEA Austria,µg/m³,2.65149974,2024-02-22T13:30:00+05:30
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.16489999946657, 14.036599999999996",SO2,EEA Austria,µg/m³,2.30500006,2024-02-22T13:30:00+05:30
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.00089999946622, 13.667610000000002",O3,EEA Austria,µg/m³,5.919,2024-02-22T13:30:00+05:30
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.05003999946632, 16.675289",SO2,EEA Austria,µg/m³,0.75,2024-02-22T13:30:00+05:30
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.04511099946632, 14.772278000000004",PM2.5,EEA Austria,µg/m³,4.80000019,2023-08-01T17:30:00+05:30
AT,Gemeinde Wien - MA22 Umweltschutz,NET.09,"48.1883729994666, 16.30002",CO,EEA Austria,µg/m³,427.20651,2024-02-22T13:30:00+05:30
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.34508999946695, 15.90706",NO2,EEA Austria,µg/m³,17.01937866,2024-02-22T13:30:00+05:30
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.37034999946701, 15.545520000000002",NO2,EEA Austria,µg/m³,12.90795707,2024-02-22T13:30:00+05:30
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.08611099946639, 16.302222",CO,EEA Austria,µg/m³,296.81998,2024-02-22T13:30:00+05:30
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"47.814166999465854, 16.255",NO,EEA Austria,µg/m³,2.49429988,2024-02-22T13:30:00+05:30
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.119899999466455, 14.878800000000002",PM10,EEA Austria,µg/m³,20.5,2024-02-22T13:30:00+05:30
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.192339999466625, 14.519540000000001",PM10,EEA Austria,µg/m³,23.0,2024-02-22T13:30:00+05:30
AT,Amt der Burgenländischen Landesregierung,NET.01,"47.84011399946592, 16.526170000000004",PM2.5,EEA Austria,µg/m³,16.10774993,2024-02-22T13:30:00+05:30
AT,Gemeinde Wien - MA22 Umweltschutz,NET.09,"48.1412499994665, 16.301278",NO2,EEA Austria,µg/m³,25.39902877,2024-02-22T13:30:00+05:30
AT,Amt der Salzburger Landesregierung,NET.05,"47.936666999466105, 13.015833",NO2,EEA Austria,µg/m³,6.97985839,2024-02-22T13:30:00+05:30
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.531110999467394, 14.574722000000007",NO,EEA Austria,µg/m³,0.47999995,2024-02-22T13:30:00+05:30
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.375329999465094, 15.07405",CO,EEA Austria,µg/m³,599.55996,2024-02-22T13:30:00+05:30
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.359099999465066, 15.103699999999998",NO2,EEA Austria,µg/m³,33.80796813,2024-02-22T13:30:00+05:30
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.041719999464604, 15.433080000000002",CO,EEA Austria,µg/m³,471.63999,2024-02-22T13:30:00+05:30
AT,Susanne Schmid,NET.DE_BY,"48.573629, 13.422039",NO2,EEA Germany,µg/m³,32.78,2024-02-22T12:30:00+05:30
AT,Niederösterreich,AT30202,"48.1061110994664, 15.919444444",NO,EEA Austria,µg/m³,1.43422245,2024-01-29T23:30:00+05:30
